,function,instance,http://w3id.org/ontoopt/diff_mean_02,http://w3id.org/ontoopt/diff_mean_05,http://w3id.org/ontoopt/diff_mean_10,http://w3id.org/ontoopt/diff_mean_25,http://w3id.org/ontoopt/diff_median_02,http://w3id.org/ontoopt/diff_median_05,http://w3id.org/ontoopt/diff_median_10,http://w3id.org/ontoopt/diff_median_25,http://w3id.org/ontoopt/dist_ratio.coeff_var,http://w3id.org/ontoopt/eps.max,http://w3id.org/ontoopt/eps.ratio,http://w3id.org/ontoopt/eps.s,http://w3id.org/ontoopt/expl_var.cor_init,http://w3id.org/ontoopt/expl_var.cor_x,http://w3id.org/ontoopt/expl_var.cov_init,http://w3id.org/ontoopt/expl_var.cov_x,http://w3id.org/ontoopt/expl_var_PC1.cor_init,http://w3id.org/ontoopt/expl_var_PC1.cor_x,http://w3id.org/ontoopt/expl_var_PC1.cov_init,http://w3id.org/ontoopt/expl_var_PC1.cov_x,http://w3id.org/ontoopt/h.max,http://w3id.org/ontoopt/kurtosis,http://w3id.org/ontoopt/lin_simple.adj_r2,http://w3id.org/ontoopt/lin_simple.coef.max,http://w3id.org/ontoopt/lin_simple.coef.max_by_min,http://w3id.org/ontoopt/lin_simple.coef.min,http://w3id.org/ontoopt/lin_simple.intercept,http://w3id.org/ontoopt/lin_w_interact.adj_r2,http://w3id.org/ontoopt/m0,http://w3id.org/ontoopt/nb_fitness.cor,http://w3id.org/ontoopt/nn_nb.cor,http://w3id.org/ontoopt/nn_nb.mean_ratio,http://w3id.org/ontoopt/nn_nb.sd_ratio,http://w3id.org/ontoopt/number_of_peaks,http://w3id.org/ontoopt/quad_simple.adj_r2,http://w3id.org/ontoopt/quad_simple.cond,http://w3id.org/ontoopt/quad_w_interact.adj_r2,http://w3id.org/ontoopt/ratio_mean_02,http://w3id.org/ontoopt/ratio_mean_05,http://w3id.org/ontoopt/ratio_mean_10,http://w3id.org/ontoopt/ratio_mean_25,http://w3id.org/ontoopt/ratio_median_02,http://w3id.org/ontoopt/ratio_median_05,http://w3id.org/ontoopt/ratio_median_10,http://w3id.org/ontoopt/ratio_median_25,http://w3id.org/ontoopt/skewness,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
0,10,1,-1.7556749431123402,-1.4925478057582515,-1.1298132994037071,-0.980944394979486,-1.9366906952076768,-1.742004368258792,-1.1985732644567104,-0.9600039667882712,0.2648061982548308,742798.248256491,6.161161161161161,6.991991991991991,0.480765661100816,0.4838778161930736,0.4831295278716867,0.4875611098199482,0.4843352524560263,0.4789198609196309,0.4963665319262741,0.488923187627997,0.7383456000682064,4.749648127779757,0.6255508079154259,3372103.308406599,19.269879615338542,176445.88203905296,11887618.49884665,0.8991727325208175,0.5020080321285141,-0.2482692424198461,0.785019883495316,0.8180619476056354,0.8235546554289942,8.0,0.710434128319914,15.231758604327538,0.994966077885718,0.7979411618167191,0.8280845505755388,0.8699677674479831,0.8873389057505601,0.7812153222473792,0.8027002669077038,0.8641835828610616,0.891225818986213,2.06424849897731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,10,2,-1.96980732938612,-1.5514927915801977,-1.3558611431112704,-1.3039006179235986,-2.3022105671358557,-1.7543133563859,-1.4259236560503177,-1.3530367645368029,0.2659855078119927,709334.1204987989,6.191191191191191,7.052052052052051,0.4530993067863383,0.4535112730620143,0.4587106795111074,0.4534811179881437,0.4522233200863933,0.4529600570539247,0.4586876888271326,0.4584857829519773,0.7420156446336224,2.2715767778660747,0.6961701386751006,3235294.20125268,2.9763427541287646,1079965.1530306097,15002970.455738343,0.945571857836396,0.4959839357429719,-0.2317838921133976,0.788439976708876,0.8178628586687018,0.83200881296512,10.0,0.7494972415628738,20.43775903463549,0.994629679687822,0.7733131801333638,0.8213191754316043,0.8438977365034426,0.8498477129984103,0.7391415918300728,0.8010357632719314,0.8384854285065653,0.8468507580840439,1.643487521216613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.399011229
2,10,3,-1.7357376403098113,-1.319688240941535,-1.1856849039871276,-0.9977291285149654,-1.736147101117263,-1.3827484814238231,-1.27691090320649,-1.0061043422315308,0.2629670145019585,513701.35433513386,6.051051051051051,6.791791791791791,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7586753196571736,3.968701907643323,-0.0063498218754345,172343.9280397796,10.580062816876724,16055.079090248551,6305171.986818491,0.3277770885766209,0.5160642570281124,-0.3152285455035284,0.7581613951972401,0.8211080926741225,0.824817123057888,11.0,0.4804354061580405,78.06593428938655,0.9975400539229924,0.8002355317374794,0.8481086073449646,0.8634848633070996,0.8851624316953025,0.8040062434718093,0.8436621503943765,0.8549145147831937,0.8861267036465673,1.8766576066248677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,10,4,-4.385066142734441,-3.3475651668918327,-2.777607921978521,-1.8427329401382415,-4.745824650505563,-3.840851386723669,-3.086408383800693,-2.053394128065346,0.2631866513882263,1074066.1533334325,6.331331331331331,7.212212212212211,0.4546683375279817,0.4523534362317996,0.4634548892233655,0.4564644124595034,0.4544445180461104,0.4558724376659376,0.4570236188846787,0.4623227753663861,0.7496383214461417,4.016945812626435,0.8183232783006241,5651359.68842998,12.906371765857031,435372.46341820265,23442125.41851393,0.952682948673643,0.4899598393574297,-0.2347270616271151,0.8102907616407194,0.822188812918905,0.8511056299991447,8.0,0.8552610823991778,22.296896035577184,0.9940074616731008,0.4956926744912525,0.6144929877250527,0.6805727024294557,0.7881374727835977,0.4638618407552071,0.5662780444504547,0.651290099713793,0.766934379960655,1.7194451079741473,8342.7270334483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,10,5,-2.8024815720139027,-2.3847398053808577,-2.184591063010352,-1.9758355282214144,-3.1076763638696776,-2.8108248753392475,-2.493317918312788,-2.314511503098714,0.2620543381336315,957406.409549388,6.291291291291291,7.272272272272271,0.4722536848800438,0.4749849220845757,0.4397492305527165,0.436967522976895,0.4745452148022374,0.4761455968157747,0.4428036917875103,0.4410919838295857,0.7443764497400787,2.0631230655789485,0.7641011754835678,4666921.090136621,3.304101870649641,1402618.854622994,23272771.18650714,0.965608021827953,0.4909638554216867,-0.1882672944848081,0.8041463138592652,0.8177312973560737,0.83159977076434,11.0,0.8604453768572022,17.133859479127942,0.9961098173800488,0.6774908767817316,0.7260376606330314,0.7482575378371721,0.7729061036462481,0.6483822202073305,0.6819204936979483,0.7162399840335759,0.7380784448743882,1.5670878790118543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,11,1,-1.2819213677870054,-1.3049762297438687,-1.1804479049063077,-1.1739048361038775,-1.4212401906193826,-1.4598335389619823,-1.340976730449615,-1.2436896531258794,0.2680946391237589,677377.5997517745,6.171171171171171,7.072072072072071,0.4448955252998775,0.4509028375857277,0.4512429432727218,0.4504274090615473,0.4514534397597154,0.4514869699138727,0.4502606948704799,0.4447866875493856,0.7411234337952721,1.4398273937616182,0.6478390541339363,3836329.471928964,13.381358578724406,285310.4425289986,13895227.117613494,0.898467854511559,0.4979919678714859,-0.2105576908239697,0.7637569826954373,0.8088128399181049,0.783939697522843,12.0,0.8266691905077208,65.23250421172597,0.9969758119430128,0.8524847337634934,0.8497400747738868,0.8642637151120476,0.8652044804522621,0.8393462614760369,0.8347803570287142,0.8489460788062257,0.8592533908022377,1.5172392533126249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,11,2,-1.3415853238652318,-1.5141106322455893,-1.4678476761295869,-1.29081453134277,-1.489829042945768,-1.7677117836840663,-1.6626495876823788,-1.4889762050308477,0.2709672693036148,537936.1503980698,6.051051051051051,6.871871871871871,0.4687862915206783,0.4611703874288498,0.4703288468189769,0.4775201313487359,0.4640292654530681,0.4721713570318345,0.4699855830675282,0.4678660728717504,0.7447648137893738,6.443566096641446,0.4076869469706932,1793914.7390281684,15.82698494300742,111743.16508864149,8653580.165699298,0.8508605386921735,0.5160642570281124,-0.2536236341750678,0.7329792589362296,0.8084222415914801,0.7785611523854359,11.0,0.5088690808249576,13.892909733094056,0.9972609797168968,0.8454896934097326,0.8258317250623768,0.8310895955269282,0.8513387974835067,0.8315034321259005,0.7999208477367801,0.8115114740736524,0.8318655025495085,2.16351951272041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,11,3,-0.8239744786262739,-0.9797003806379552,-1.0392473121660912,-0.8802327007872015,-0.7366573128340113,-1.048538289612596,-1.1133375868423974,-0.9590822604720666,0.2724867234012934,677377.5997517745,6.151151151151151,7.072072072072071,0.49739156619308,0.4889658114117944,0.5000758083155497,0.5005594959833054,0.495142759481825,0.4958696564586319,0.5087627923546404,0.4962971002541408,0.750214599698879,2.819460428396916,0.6963299736546218,3880772.022270742,83.81575108120745,46858.8912120061,12871608.683695745,0.9044145795322568,0.501004016064257,-0.2326587503264588,0.7375930143287912,0.8056452732237367,0.7711533527013642,11.0,0.7957589919701382,47.9746845110692,0.9955632512102476,0.9052120307494824,0.8872162666020571,0.8804772990070663,0.8987632451165832,0.9169378985722344,0.8814374069391792,0.8738445198577862,0.8913519459306488,1.7193396444673326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,11,4,-0.5962711885477843,-0.6035944898186161,-0.6205209649982661,-0.5972846766740334,-0.4469888076906469,-0.5607451865882807,-0.5714732189056599,-0.5698604651393131,0.2707145362710437,525818.7523666018,6.051051051051051,6.851851851851851,0.5246540887105171,0.5215511697886466,0.5388225895587477,0.5484100362331015,0.5262109726888767,0.5358149796788387,0.5304755352490771,0.5533938934320579,0.7547911013024992,5.29395467308185,-0.008132206480888,155323.8077353784,7.867172136469895,21911.274624208687,6878460.264063774,0.7184765754776888,0.5261044176706827,-0.2766190710809119,0.7158544513702704,0.8065996954488015,0.7648489876970939,11.0,0.277052598989083,31.33214987845075,0.9972103296088992,0.9313940796723356,0.9304536047769976,0.928568629719132,0.9312446204036248,0.9495912883594416,0.9362915103031564,0.9354498426683644,0.935667095978421,2.086929157820051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,11,5,-0.9638678985781132,-0.9064905002249396,-0.8369909189618334,-0.5896496342070598,-0.856229529912603,-0.8429850910678534,-0.8379478652228984,-0.6172263517152237,0.2679238586186501,709334.1204987989,6.171171171171171,6.861861861861861,0.4752396693620799,0.4850261208266571,0.4839508209179144,0.4853132631192022,0.4704433418190955,0.4804143715686843,0.4782328992555072,0.4798250556864645,0.7568599525916722,1.9798129815046976,0.0357675681213968,561360.4203115356,14.717431363272642,40546.3252405484,8403929.140321858,0.5702888805102635,0.4959839357429719,-0.3186963837264267,0.7401159726291655,0.8098361413550985,0.7836664017625068,7.0,0.6084010361357439,44.75748257072266,0.9979499096673186,0.8890454878158065,0.8957018117449002,0.9037028473514618,0.9322362525443242,0.9031218604518154,0.904894359087362,0.9051549875338544,0.9301693131317788,1.34945809136731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,12,1,-3.7732117057653554,-3.0109838453459847,-2.438386646152143,-1.6968679736836694,-4.095345809129565,-3.334274869416627,-2.722666842755916,-1.8605756244050804,0.2542896003583937,5391774.640387494,7.072072072072071,9.414414414414416,0.5122013036862809,0.5076664379379265,0.508347093651801,0.5077316079759828,0.5136861385720033,0.5086885242774482,0.5063720218497989,0.5056677143430667,0.7654656083017892,180.12176566402718,0.1329051194593405,263086867.0057178,6.550734593251124,37379581.98255408,494360648.6035042,0.3750537186263137,0.4899598393574297,-0.1020278571097952,0.8422770895886245,0.8408697973620328,0.9202002712396862,18.0,0.1649773240325543,6.863445103041697,0.6539125915116253,0.5653911446710302,0.653897171945903,0.7196180038000379,0.8048990208038331,0.5367247934343693,0.6228385254935975,0.6922934846310865,0.7894872441385394,12.457045822916076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4613275688
11,12,2,-4.158412391917029,-3.2176527103587818,-2.392523388035014,-1.4764309389190309,-4.37998868881579,-3.431445775314809,-2.599333181123633,-1.5343692004221805,0.2599316411361718,9375015.01514527,7.632632632632632,9.094094094094094,0.4712446725891136,0.4727142918335864,0.4646046527661944,0.4751755345604962,0.4692310041153555,0.4701178656520944,0.4772047376760622,0.4670428751157041,0.6952566646841118,30.18371561292279,0.4738445855465232,225734312.87064925,2.9155295224299858,76368983.94506097,624718632.0761337,0.7620609612669493,0.4879518072289157,-0.1964401890517793,0.8341122999329573,0.832631843067995,0.9072058893304448,8.0,0.5391420682402827,7.915106416867591,0.9148527672285524,0.521720923669664,0.6293481343389385,0.7244970962701527,0.8301676244185126,0.5062502283017958,0.6118918713317869,0.7055933617584985,0.8265077778457824,4.822636109954422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81e-08,1.5e-09
12,12,3,-6.708982768673083,-5.829568972252364,-4.824235517848719,-3.2436248441336275,-6.750955903108608,-6.165421788745867,-5.1638518690861686,-3.50024334340809,0.2524508830891712,5391774.640387494,7.812812812812812,9.734734734734737,0.4408906639238756,0.4470274576567717,0.4378318231229782,0.4427938489842301,0.4467179706096775,0.4409658640251954,0.4445987556066124,0.4417018172546846,0.6564001558810713,47.56771075571635,0.359592344974699,639221535.3833534,3.887503226141276,169650806.5952446,1748300596.219214,0.6481036432493956,0.4718875502008032,-0.1738864058993748,0.8501726474403393,0.8377427616259475,0.914494666423366,10.0,0.4523593472882812,15.285530107961836,0.8550247809973613,0.2277587688708243,0.3290426884041958,0.4451953213169034,0.626595153112125,0.2366745542296356,0.3030269358043772,0.4168348499050778,0.603990964068438,6.011724606171615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,12,4,-5.030687322121636,-4.709893590720663,-4.387920280176832,-3.4165452443890976,-5.170196845506322,-4.842926396259364,-4.5668691275864255,-3.643973231613698,0.2523987451186094,3728821.30718283,7.582582582582582,9.394394394394396,0.4535080225213874,0.4577866458286953,0.4458121589280744,0.4440673338027051,0.4582857374301829,0.4579704680761552,0.4462352900724972,0.443014975288832,0.6853436487339346,61.68138532500422,0.2414274825408782,287089712.5363967,6.191332820648502,46842102.86517839,816130807.923389,0.4492379700702409,0.4939759036144578,-0.1794845293027386,0.8477522501816834,0.8417885869544927,0.9259685717930264,10.0,0.3311662647315857,8.18938796959466,0.7230900168873847,0.4213821881168026,0.4582542420823915,0.4956144042362835,0.606876596718451,0.4153999290790003,0.4526534960233911,0.485401368543163,0.587692905329201,6.681468319476961,0.0,0.0,0.0,0.0,7.1908e-06,0.0,0.0,0.0,0.0,0.0
14,12,5,-3.6728247292923184,-3.147829513048192,-2.561908773140286,-1.6438035906762378,-4.169409550394379,-3.5544524959126336,-2.871104181508576,-1.7651632489916644,0.2560219234782575,4916903.577628021,7.172172172172171,9.204204204204204,0.4522924445675452,0.4608303745160517,0.4519767519740767,0.4566408567645991,0.4573350932131189,0.4515606258821263,0.4529361273386696,0.4549137576748104,0.7400748113337556,95.24663355944593,0.1666090461164452,162340353.97083384,9.054431992564735,15570126.676606674,356100223.1110882,0.3816669476903133,0.5080321285140562,-0.1342989247229794,0.8377354323791433,0.8384082983286598,0.9150893343404518,5.0,0.2473393198565262,4.798132031983228,0.7255378168213751,0.5768068138259851,0.6378816155262031,0.70548365307878,0.8108317844030286,0.5287426381741107,0.5986095140266294,0.6754083835701654,0.7998603828918076,8.903796762179908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.139e-07,0.0,0.0
15,13,1,-3.8560553402989326,-3.58886455635399,-3.140319121456592,-2.117502393413398,-4.123892922558797,-3.6890648872106473,-3.3117715708377524,-2.3188134372353604,0.2550084772278447,50.89870193519685,1.9069069069069071,2.4074074074074074,0.4528367822133955,0.4547228844104655,0.4607661519496735,0.4586027706398856,0.4532058208328859,0.4535211454068695,0.4591904679769079,0.4553209173216274,0.8166026888067517,-0.4318171831876793,0.7616093484927438,127.6308531137165,6.350397979252295,20.11377373382138,1550.7604751909666,0.8661537208152597,0.4919678714859438,-0.3094022031772928,0.8383797683284733,0.8386851467864528,0.9202477753737024,2.0,0.903432945709654,8.058782754597026,0.9933838464450628,0.5564287448677699,0.5868005865868148,0.6389828609266763,0.7562033169648326,0.5335351172419074,0.5825059762791098,0.6246015778177294,0.7381692123125503,0.3493582019745419,2.4e-09,3.0645e-06,1e-10,5.2158e-06,8.2e-09,0.0,1.1e-09,0.0,5.6e-09,1.2e-08
16,13,2,-3.9941412933129024,-3.20563654667804,-2.3525245959532888,-1.5009751517488157,-4.208578571677423,-3.384498715501712,-2.642154947042745,-1.6543697730511902,0.2572737487445097,48.605642321421385,1.886886886886887,2.3673673673673674,0.4386091661036336,0.4420411383645053,0.437847439318232,0.4454154836862889,0.4389346133785366,0.4396403253661646,0.4481851630241762,0.4397019702247908,0.8144028185707667,-0.1007915745854342,0.7292806433639827,114.14696367942676,2.835186464798936,39.862799378241576,1670.429563815957,0.9108697555867196,0.4919678714859438,-0.3202371828211358,0.8419595280363485,0.8356943538142474,0.9145388407671304,1.0,0.8853881165520106,6.133945939781238,0.9957859034616046,0.5403589500824229,0.6313313345640579,0.7289963211687555,0.8273111486550585,0.5236843107425817,0.6161357587816273,0.7003831335436375,0.8124729747861239,-0.1276433707106912,4e-10,3.7e-09,4.7e-09,0.0,0.0,2.27e-08,0.0,0.0,1.081e-07,6e-10
17,13,3,-3.960871003438758,-3.456253294451916,-3.1236359230532,-2.560009948834103,-4.106937826249919,-3.7323619230193392,-3.444990900190189,-2.940338850560837,0.2544725561112843,61.20498372476703,1.9869869869869872,2.4274274274274275,0.4876057550643335,0.4903609079620576,0.4606157018735263,0.4587581625138482,0.4828716835102757,0.4879941449730725,0.4551379638738674,0.4582636076087145,0.8107339073112019,-1.157066917561011,0.9725696255339826,202.20772836592096,16.245303437018244,12.38843448802394,1869.2537713643028,0.981564326516242,0.4748995983935743,-0.2414359325436718,0.8403509559588043,0.8344204394575279,0.8989070136086105,2.0,0.9867440564272744,2.6736536822572488,0.9988320968406548,0.5438016257717707,0.60218840798274,0.6406039291669035,0.7053630956252785,0.5351009664626283,0.5763768024721869,0.6116083535066495,0.6668840812560685,0.0760290952959752,0.0,2.313e-07,1.103e-07,0.0,4e-09,1.845e-07,0.0,1.176e-07,2.077e-07,7.3e-09
18,13,4,-6.204776156773141,-5.227239644474361,-4.256586010978591,-2.4003447014621657,-6.6976833006366405,-5.751014024256639,-4.768285739425711,-2.667232601923072,0.2533002838418521,50.89870193519685,1.9069069069069071,2.4074074074074074,0.4611632850280487,0.4630158209178953,0.4777534669261293,0.4627351677536858,0.4663339405787267,0.4662486794720901,0.4742143898594959,0.4704050133041309,0.8155397263233435,-0.362241713873543,0.645525517475666,102.32382233043752,7.04182797156264,14.519480921874074,2279.0277340455627,0.8359399282131336,0.4979919678714859,-0.325401974623139,0.8394116840674528,0.8399052095590812,0.9169033620752896,1.0,0.7868599182784031,4.321012074176982,0.9872872474955564,0.2852117173461193,0.398121583303008,0.5094940712161897,0.7236793910694556,0.2403978829180418,0.3489758814320681,0.459635641892845,0.6973908308340568,0.2373092703302938,1e-10,1.8e-09,0.0,4.493e-07,0.0,4e-09,1.05e-08,7.69e-08,7.45e-08,2.1e-09
19,13,5,-4.824155435139662,-3.8708920148425623,-3.304951302074834,-2.1935589227273216,-5.1343342614430965,-4.211277325716763,-3.5939199341576327,-2.4110497275528795,0.2525565304303148,45.37033712426592,1.866866866866867,2.3873873873873874,0.4668476090228357,0.4706696642488711,0.4630968106897428,0.4666464741684586,0.4679634591077815,0.4738152927579384,0.4648230652515436,0.4684398387662598,0.8205804589873278,-0.1352979520500195,0.2792788456317158,58.755626839747634,3.6843379391392617,16.21585559047486,1361.7300776048482,0.7093762676854354,0.5020080321285141,-0.3653669122394788,0.8442797668597095,0.8436435467644257,0.929732913909897,1.0,0.6719399679790815,4.224806593439736,0.981722953884993,0.4450658492489431,0.5547117409000326,0.6193963834454786,0.747566531909589,0.4195294227678379,0.5240206617800915,0.5937955479216062,0.726307436182162,0.1688625558453239,0.0,0.0,0.0,0.0,0.0,7.255e-07,0.0,1.0776e-06,1.42e-08,8e-10
20,14,1,-3.807858863944588,-3.0765349277817275,-2.8417081277758998,-2.102623810374129,-4.035428776988761,-3.3387501962361683,-3.0631603687891324,-2.3540247799774496,0.2551491260044272,3.8965277472926023,1.1161161161161155,2.2072072072072078,0.4509287385504787,0.448811010011109,0.6414572599976709,0.6598996060222577,0.4534291101734748,0.4513420691127805,0.65201131123905,0.6360535186401917,0.7165406230856092,7.6631328028512415,0.6897491640068824,42.81867022338312,2.139551331220153,19.967990579642017,112.0044665144236,0.9192842977648492,0.4899598393574297,-0.2199888048224385,0.8386689859043195,0.8343738175962471,0.9013455589757264,10.0,0.7346515970261428,8.278652108391563,0.9772394245124364,0.562405926475488,0.6462709349314375,0.6733085867690163,0.7585119830823239,0.5429882051634287,0.6223773133995858,0.6523031202689611,0.7339348505677138,2.4039496589196307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,14,2,-4.144872438793394,-3.766673128336417,-3.3913131552001707,-3.043071657997048,-4.341551426222461,-3.959785033745951,-3.639651834476748,-3.274611902515684,0.258202245415415,2.0197857568198785,1.0060060060060056,2.247247247247248,0.4769762526880005,0.4722996741244246,0.5602029097383162,0.595118295538837,0.4768964846538808,0.4796766117245865,0.5905968436392275,0.5739995923840894,0.6997568425580359,2.302244044959839,0.6987199710149907,45.38584775034289,50.0992111977925,0.9161264767378464,22.005960799920125,0.9279697609229322,0.4929718875502008,-0.1726376206428784,0.8380469456599158,0.8331692023090982,0.9107541442048536,14.0,0.7896219770429356,29.0596018103086,0.9935040163593424,0.5226446353976478,0.5673082650346295,0.6095490996710671,0.649631213002092,0.51033622645418,0.5538682325433695,0.5880373284458027,0.6300584815533832,1.6726567634202945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
